time,open,high,low,close,volume
2026-01-02 01:00:00,4318.72,4333.69,4318.72,4327.33,794.0
2026-01-02 01:05:00,4327.42,4333.47,4327.41,4333.16,636.0
2026-01-02 01:10:00,4333.15,4335.34,4329.36,4330.89,759.0
2026-01-02 01:15:00,4330.89,4334.33,4328.26,4334.28,698.0
2026-01-02 01:20:00,4334.28,4340.75,4332.92,4339.97,850.0
2026-01-02 01:25:00,4339.97,4342.68,4338.43,4341.03,1260.0
2026-01-02 01:30:00,4341.03,4341.66,4340.02,4340.58,527.0
2026-01-02 01:35:00,4340.58,4344.03,4340.11,4340.67,946.0
2026-01-02 01:40:00,4340.67,4345.62,4339.16,4345.27,811.0
2026-01-02 01:45:00,4345.32,4345.86,4342.32,4343.02,889.0
2026-01-02 01:50:00,4343.02,4347.52,4341.9,4347.52,932.0
2026-01-02 01:55:00,4347.52,4351.3,4346.89,4348.38,925.0
2026-01-02 02:00:00,4348.4,4349.07,4345.25,4346.46,627.0
2026-01-02 02:05:00,4346.46,4350.48,4344.42,4350.13,701.0
2026-01-02 02:10:00,4350.13,4353.01,4347.52,4348.0,885.0
2026-01-02 02:15:00,4347.99,4349.39,4344.59,4344.6,656.0
2026-01-02 02:20:00,4344.6,4347.36,4342.82,4343.49,991.0
2026-01-02 02:25:00,4343.48,4347.59,4341.44,4347.25,1005.0
2026-01-02 02:30:00,4347.25,4349.3,4346.89,4348.41,954.0
2026-01-02 02:35:00,4348.41,4350.77,4347.66,4348.56,1344.0
2026-01-02 02:40:00,4348.57,4350.71,4346.7,4349.64,1308.0
2026-01-02 02:45:00,4349.64,4353.25,4349.62,4351.86,1200.0
2026-01-02 02:50:00,4351.86,4353.09,4350.75,4352.29,940.0
2026-01-02 02:55:00,4352.29,4355.88,4351.12,4354.03,1000.0
2026-01-02 03:00:00,4354.03,4356.0,4347.23,4348.04,1651.0
2026-01-02 03:05:00,4348.04,4350.27,4345.31,4346.31,1787.0
2026-01-02 03:10:00,4346.27,4351.03,4346.0,4346.61,1597.0
2026-01-02 03:15:00,4346.61,4349.72,4345.02,4349.16,1711.0
2026-01-02 03:20:00,4349.16,4349.89,4346.33,4346.34,1613.0
2026-01-02 03:25:00,4346.31,4349.52,4344.61,4349.17,1544.0
2026-01-02 03:30:00,4349.17,4351.38,4348.9,4349.63,1828.0
2026-01-02 03:35:00,4349.62,4351.47,4348.06,4348.94,1739.0
2026-01-02 03:40:00,4348.93,4349.69,4345.72,4346.66,1491.0
2026-01-02 03:45:00,4346.66,4352.25,4346.14,4352.2,1588.0
2026-01-02 03:50:00,4352.2,4354.55,4350.26,4350.26,1704.0
2026-01-02 03:55:00,4350.26,4350.66,4347.61,4347.99,1070.0
